,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
32,3794,Cosmos,ATOM,cosmos,763,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390930671.0,390930671.0,True,,33,,,,2024-05-23T03:48:00.000Z,8.586473016576404,150994831.61217174,-12.1495,0.42887196,-1.68662292,0.91662774,-3.28382475,-24.62981203,-12.16879877,3356715657.8936076,0.1301,3356715657.89,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
33,3635,Cronos,CRO,cronos,237,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",30263013692.0,26571560696.0,30000000000.0,False,,34,,,,2024-05-23T03:48:00.000Z,0.1255031955118711,14261583.71616796,-34.3598,0.15169314,-0.56287482,-0.12228335,-4.8682475,-9.83144478,36.47396554,3334815777.085638,0.1293,3798104924.17,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
34,20396,Kaspa,KAS,kaspa,117,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1']",28700000000.0,23712364855.246952,23712364855.246952,False,,35,,,,2024-05-23T03:48:00.000Z,0.13894173589015316,60932771.02246881,18.1447,0.15639747,3.78000425,13.72262885,10.77908039,-0.79198022,-16.12217999,3294637135.0486717,0.1277,3987627820.05,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
35,6719,The Graph,GRT,the-graph,475,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9509023995.550867,10798224218.181492,False,,36,,,,2024-05-23T03:48:00.000Z,0.3404536470018992,183927079.84041616,14.8522,0.273638,2.40903558,10.27193649,11.74346559,-6.89041609,24.92891123,3237381898.713864,0.1255,3676294816.22,,2024-05-23T03:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2024-05-23 03:50:35.880803
36,512,Stellar,XLM,stellar,590,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,28961925218.785564,50001786981.39353,False,,37,,,,2024-05-23T03:49:00.000Z,0.11119987121490064,72399995.18361501,-1.738,0.18073791,-0.74977208,3.94563628,-4.94259248,-16.29123713,-2.93065215,3220562354.464538,0.1248,5560194478.01,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:50:35.880803
37,22974,Bittensor,TAO,bittensor,64,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",21000000.0,6812346.0,6812346.0,False,,38,,,,2024-05-23T03:49:00.000Z,455.1266858778057,69067611.41764046,-1.7487,0.44787483,8.01184013,17.23263575,-11.50147826,-19.3530756,-23.61224106,3100480458.032926,0.1202,9557660403.43,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:50:35.880803
38,11841,Arbitrum,ARB,arbitrum,909,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,2653939384.0,10000000000.0,False,,39,,,,2024-05-23T03:48:00.000Z,1.1501847067420687,710665304.9202816,-31.1585,-0.27047651,-3.27013353,16.0538531,-3.64568273,-28.0027471,-34.95894708,3052520492.0972667,0.1183,11501847067.42,,2024-05-23T03:48:00.000Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2024-05-23 03:50:35.880803
39,4847,Stacks,STX,stacks,179,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.0,1460919492.895623,1818000000.0,False,,40,1048765672.087772,2169535998.609969,,2024-05-23T03:48:00.000Z,2.0686565706246713,91421036.30466087,-39.3953,0.0642991,-2.70413635,-3.66772728,-32.61983945,-41.23312784,-17.6050879,3022140708.132193,0.1172,3760817645.4,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
40,3897,OKB,OKB,okb,122,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.0,300000000.0,False,,41,246638974.0,12272278480.835718,,2024-05-23T03:48:00.000Z,49.75806654481022,6018109.64566045,-10.6898,-0.16346427,-2.343834,-0.45146272,-9.30296478,-17.95569996,-1.62240778,2985483992.688613,0.1157,14927419963.44,,2024-05-23T03:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2024-05-23 03:50:35.880803
41,28752,dogwifhat,WIF,dogwifhat,370,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",,998905955.763189,998905955.763189,False,,42,,,,2024-05-23T03:49:00.000Z,2.9795106941652065,1417110574.460944,88.0079,-0.32220801,5.63296847,-2.74430874,3.82938959,31.0508946,890.46558836,2976250977.6617384,0.1154,2976250977.66,,2024-05-23T03:49:00.000Z,5426.0,Solana,SOL,solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,2024-05-23 03:50:35.880803
42,5632,Arweave,AR,arweave,139,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.0,65454185.0,65454185.0,False,,43,,,,2024-05-23T03:48:00.000Z,44.54326966091851,143153740.83853927,-10.7002,-0.07429998,-2.73045453,1.5497703,29.54028641,22.91588283,225.13240663,2915543412.8906474,0.113,2939855797.62,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
43,11840,Optimism,OP,optimism-ethereum,528,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",4294967296.0,1086889963.0,4294967296.0,False,,44,,,,2024-05-23T03:48:00.000Z,2.6502623119282003,525962757.1179508,-16.0637,0.00715769,-4.52947294,7.18515126,4.96880984,-22.33803456,-26.57421099,2880543506.151936,0.1117,11382789955.55,,2024-05-23T03:48:00.000Z,11840.0,Optimism,OP,optimism-ethereum,0x4200000000000000000000000000000000000042,2024-05-23 03:50:35.880803
44,1518,Maker,MKR,maker,474,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,927624.50204409,977631.03695089,False,,45,,,0.417964,2024-05-23T03:48:00.000Z,2956.1958056375292,91954906.89246997,-30.5399,0.09934502,-2.75812753,5.4518001,3.25619196,-3.14234799,47.75852039,2742239662.1493406,0.1063,2972682509.65,6560947082.96237,2024-05-23T03:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2024-05-23 03:50:35.880803
45,20947,Sui,SUI,sui,260,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2339196965.7338886,10000000000.0,False,,46,,,,2024-05-23T03:49:00.000Z,1.1310461400961584,206391109.4645416,8.2012,0.73078455,0.33358695,14.39324102,-17.98928342,-31.64682607,-33.57179503,2645739699.0179605,0.1026,11310461400.96,,2024-05-23T03:49:00.000Z,20947.0,Sui Network,SUI,sui,0x2::sui::SUI,2024-05-23 03:50:35.880803
46,3077,VeChain,VET,vechain,284,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,72714516834.0,85985041177.0,False,,47,72714516834.0,2621936196.750824,,2024-05-23T03:48:00.000Z,0.03605794703602918,61185654.51138516,-9.7086,0.62471903,-0.60761943,0.90010749,-14.70364928,-12.53033312,-18.37575404,2621936196.750824,0.1016,3126679580.93,,2024-05-23T03:48:00.000Z,,,,,,2024-05-23 03:50:35.880803
47,328,Monero,XMR,monero,284,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18440160.01005519,18440160.01005519,True,,48,,,,2024-05-23T03:49:00.000Z,139.15608325288076,52223089.1777524,-31.036,0.06990745,0.65105267,2.75656896,15.34716606,-2.63728062,13.48817529,2566060441.5556827,0.0995,2566060441.56,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:50:35.880803
48,7226,Injective,INJ,injective,373,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,93400000.0,100000000.0,False,,49,,,,2024-05-23T03:48:00.000Z,27.282217012051866,80303273.06843306,-13.6398,0.45880463,-0.33340919,13.47481012,-4.22191892,-22.24882178,-18.48010129,2548159068.9256444,0.0988,2728221701.21,,2024-05-23T03:48:00.000Z,7226.0,Injective,INJ,injective,inj,2024-05-23 03:50:35.880803
49,2416,Theta Network,THETA,theta-network,198,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'content-creation', 'defi', 'entertainment', 'sharing-economy', 'smart-contracts', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3', 'layer-1', 'depin']",1000000000.0,1000000000.0,1000000000.0,False,,50,,,,2024-05-23T03:49:00.000Z,2.478952900608994,48367837.51752351,-6.858,0.95185904,0.21659326,15.16071928,3.0719676,-10.02300565,103.24661228,2478952900.608994,0.0961,2478952900.61,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:50:35.880803
0,1,Bitcoin,BTC,bitcoin,11066,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19702053.0,19702053.0,False,,1,,,,2024-05-23T03:51:00.000Z,69313.92325551182,31683408037.74593,-21.8757,-0.10509176,-0.84469199,4.92868241,4.15918296,8.04516443,35.77017251,1365626589618.0264,52.9404,1455592388365.75,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
1,1027,Ethereum,ETH,ethereum,8982,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120129946.07577217,120129946.07577217,True,,2,,,,2024-05-23T03:50:00.000Z,3767.0899328815544,24632226495.008785,-26.4048,0.00899887,-0.49545121,24.91104176,18.08319274,13.39346948,27.66555118,452540310499.6453,17.5434,452540310499.65,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
2,825,Tether USDt,USDT,tether,86223,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,111752623506.75847,115086550436.14526,True,,3,,,,2024-05-23T03:49:00.000Z,0.9993914634808791,73695255253.5987,-21.2851,-0.00990726,-0.04150059,-0.08168532,-0.12617518,-0.10576187,-0.01673923,111684617954.24704,4.3296,115016516067.35,,2024-05-23T03:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-05-23 03:51:36.980159
3,1839,BNB,BNB,bnb,2166,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147586002.5090176,147586002.5090176,False,,4,,,,2024-05-23T03:50:00.000Z,613.9255595873575,2081741792.524263,-35.2048,-0.21630987,-1.20783531,5.11552038,1.70996803,11.20078261,62.13054221,90606819177.60977,3.5125,90606819177.61,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
4,5426,Solana,SOL,solana,662,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,449161848.06813776,576475694.6831913,True,,5,,,,2024-05-23T03:49:00.000Z,178.2760946811102,3787163075.308177,-6.6894,0.17784293,0.4419633,9.10194482,14.25484379,3.08493542,75.47944349,80074820153.33777,3.1042,102771835526.7,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:51:36.980159
5,3408,USDC,USDC,usd-coin,19324,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33070598220.435226,33070598220.435226,False,,6,,,,2024-05-23T03:49:00.000Z,1.0000121960121515,7949208408.17768,-18.742,0.00601386,0.00198938,0.00307041,-0.0021434,-0.01420106,-0.0018463,33071001549.85298,1.282,33071001549.85,,2024-05-23T03:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-05-23 03:51:36.980159
6,52,XRP,XRP,xrp,1323,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55288951055.0,99987612649.0,False,,7,,,,2024-05-23T03:51:00.000Z,0.5283749473672232,1179847913.903786,-34.6593,0.19584286,-1.41948883,1.98158165,-3.94909837,-14.32928858,-1.7147222,29213296603.674606,1.1325,52837494736.72,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
7,74,Dogecoin,DOGE,dogecoin,970,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144402326383.70523,144402326383.70523,True,,8,,,,2024-05-23T03:51:00.000Z,0.16690320330883485,1682347586.114702,-40.4803,0.11694833,-2.38772349,5.7546708,4.94123376,-1.96127619,99.11985559,24101210838.688282,0.9343,24101210838.69,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
8,11419,Toncoin,TON,toncoin,338,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3474576155.8306537,5106867632.579608,True,,9,3414166606.0,22539793197.178963,,2024-05-23T03:50:00.000Z,6.601843377405163,347918141.5654785,31.901,-1.14819892,5.12138266,-5.50062077,11.34210067,31.35916801,218.62949295,22938607583.66049,0.8892,33714740259.43,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
9,2010,Cardano,ADA,cardano,1182,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35684090332.317,36897711934.961,False,,10,,,,2024-05-23T03:50:00.000Z,0.4846619986087735,407402041.22610486,-15.9444,0.35999413,-1.50329064,5.8968576,-5.27551957,-23.11136648,-17.18253671,17294722538.996773,0.6705,21809789937.39,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
10,5805,Avalanche,AVAX,avalanche,727,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,392801989.3221098,442148359.3221098,False,,11,,,,2024-05-23T03:49:00.000Z,39.997892871279475,565017603.2016244,-15.8995,-0.09144671,-1.71310368,14.31198728,2.54960248,-25.25373936,9.98723966,15711251888.531214,0.6091,28628440585.32,,2024-05-23T03:49:00.000Z,,,,,,2024-05-23 03:51:36.980159
11,5994,Shiba Inu,SHIB,shiba-inu,815,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271875539945.5,589520005549000.4,False,,12,,,,2024-05-23T03:49:00.000Z,2.5383106520626837e-05,720807553.8266481,-37.2345,0.32299626,-3.13541002,0.80571644,-4.35195511,-9.64683645,167.48747549,14957550786.439997,0.5799,14963849096.89,,2024-05-23T03:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-23 03:51:36.980159
12,6636,Polkadot,DOT,polkadot-new,767,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,13,1448205031.8076234,10941551519.481178,,2024-05-23T03:51:00.000Z,7.555250312743446,227214819.14491913,-11.3092,0.5028678,-0.59430385,8.24659764,2.22920547,-16.39776926,2.28154239,10864098112.054758,0.4212,10864098112.05,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
13,1958,TRON,TRX,tron,978,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87422913383.47249,87422913823.53351,True,,14,71659659264.0,8562049761.02855,,2024-05-23T03:50:00.000Z,0.11948214447246064,301963118.1908827,-4.1568,0.12300626,-3.30908768,-5.66616913,7.22076762,-0.19178936,-13.79916849,10445477167.087473,0.4049,10445477219.67,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
14,1831,Bitcoin Cash,BCH,bitcoin-cash,891,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19709396.875,19709396.875,False,,15,,,,2024-05-23T03:50:00.000Z,508.0688106057669,453075871.5845306,-17.0238,-0.19881309,-0.27211068,10.81649199,-1.02310827,12.32397907,94.81085044,10013729828.038269,0.3882,10669445022.72,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
15,1975,Chainlink,LINK,chainlink,1767,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,16,,,,2024-05-23T03:50:00.000Z,16.33759326615996,483102456.2489201,-11.3874,0.1094904,-3.28045964,16.68930507,5.73491096,-9.67721975,-8.72799819,9591800523.832159,0.3718,16337593266.16,,2024-05-23T03:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-05-23 03:51:36.980159
16,6535,NEAR Protocol,NEAR,near-protocol,409,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1078471968.0,1191989276.0,False,,17,,,,2024-05-23T03:51:00.000Z,8.000129466767648,740963046.986732,19.7997,0.17195064,2.87646419,-2.14569635,14.11280445,22.26044275,149.87241956,8627915370.279696,0.3345,9536068531.0,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
17,3890,Polygon,MATIC,polygon,1390,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9906946308.23905,10000000000.0,False,,18,,,,2024-05-23T03:50:00.000Z,0.730625896244882,377428831.7925725,1.0741,0.45831838,0.42792424,6.27035243,-0.66739848,-25.675642,-25.7218539,7238271525.50708,0.2806,7306258962.45,,2024-05-23T03:50:00.000Z,,,,,,2024-05-23 03:51:36.980159
18,2,Litecoin,LTC,litecoin,1191,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74560137.3575049,84000000.0,False,,19,,,,2024-05-23T03:51:00.000Z,86.5412280302881,469845005.37766665,-12.6842,0.22533699,-1.1852802,4.88189997,1.97571208,-0.33596691,26.50513223,6452525849.0254345,0.2501,7269463154.54,,2024-05-23T03:51:00.000Z,,,,,,2024-05-23 03:51:36.980159
19,8916,Internet Computer,ICP,internet-computer,244,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",,464269825.69205356,518890856.8796298,True,,20,464270091.2969477,5961699895.871664,,2024-05-23T03:50:00.000Z,12.84101648507561,105474450.49423367,-17.306,0.38090241,-3.09694985,3.59155424,-14.15484003,-6.58904671,2.6855371,5961696485.234839,0.2311,6663086047.15,,2024-05-23T03:50:00.000Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-05-23 03:51:36.980159
20,24478,Pepe,PEPE,pepe,374,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,,21,420690000000000.0,5710895535.030205,,2024-05-23T03:50:00.000Z,1.357506842337637e-05,2906814022.576832,-25.9657,0.24277637,-3.82645598,31.90334887,99.14282115,85.96755889,1038.78241514,5710894177.523293,0.2214,5710895535.03,,2024-05-23T03:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2024-05-23 03:51:36.980159
